reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,content_length,month
347722d7-82d0-4ce7-92e5-8d17a987b4eb,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Newest update is actually a joke,1,0,14.8.1,2023-05-12 08:23:31,,,14.8.1,32.0,2023-05
fff46fb6-5695-498a-871b-0a5ffc902110,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Doesn't open. :(,1,0,10.17.0,2019-06-23 12:38:16,,,10.17.0,16.0,2019-06
51363d51-64a8-4420-828e-970c07618b3d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,money suck,1,1,15.19.0,2024-10-20 20:04:01,,,15.19.0,10.0,2024-10
0fd44d9e-c146-437e-a879-c7f22a67e5ab,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Worse app ever! Scam and a rip off, don't recommend",1,1,15.15.2,2024-08-25 20:37:05,,,15.15.2,51.0,2024-08
dde11c6e-1089-4b05-80a8-4a0502949587,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Little upset y'all don't have a trans tag but still a good app,4,0,12.18.1,2021-10-13 16:18:59,,,12.18.1,62.0,2021-10
2fc6cc17-7ed5-4481-89d9-a0beead83a05,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Originally, this was decent. Now, every update makes it worse. my account has been wiped with several updates. Features that were once free now cost $40 a month, and that's for what was free. and the features that were pat of gold are now 3-5x the cost of gold. There's an abundance of fake/bot accounts that are still permitted because the owner doesn't care about customer experience.",1,8,16.6.1,2025-04-23 17:28:03,,,16.6.1,386.0,2025-04
c0a46032-0be2-4cc8-a769-fe8c045fc1b6,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,My account has been banned. I don't know the reason why as I reviewed the terms and conditions. I don't I did violated any of such.,1,0,11.20.0,2020-08-01 21:58:39,,,11.20.0,131.0,2020-08
7eedbf52-f7ba-4b29-bca4-2fc92341a272,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,All the guys on here are disgusting and only want one thing. Not recommended unless you're into being emotionally and mentally abused and used for your body.,1,0,,2020-10-22 20:31:19,,,,157.0,2020-10
dfb2f627-7d9a-462a-8669-37d2c7dc383b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Tinder ban accounts for no reason,i used my picture, no nudes, simple bio and the moment i logged in the next day,it was ban,open other using my fb and the same thing happened,please fix the bot that ban peoples account",1,0,10.13.0,2019-10-21 23:04:40,,,10.13.0,219.0,2019-10
014ada14-1954-4903-a2a2-fa9cfbda6b11,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"This app is trash. WAAY too many fake accounts and scammers, and their algorithm is all sorts of backwards.",1,0,16.19.0,2025-10-06 19:45:57,,,16.19.0,107.0,2025-10
ea31d67c-b219-4b7b-b2ec-e2220abc6c9e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Usefull for me,5,0,10.1.0,2018-11-07 14:40:16,,,10.1.0,14.0,2018-11
d991e357-71dd-4f1a-b896-d81f4b6dede8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I'm ugly so this is hard,2,0,13.21.1,2022-11-17 15:58:25,,,13.21.1,24.0,2022-11
fa69e852-116a-4e00-9517-632764e573dd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"So I fully understand that Tinder is a company that has to make money. But I feel that the amount they ask for to be able to see who likes you is pretty outrageous. And if you don't pay, it's up to chance and can be frustrating.",3,0,10.23.2,2019-09-28 14:22:53,,,10.23.2,228.0,2019-09
da95d3eb-b2a7-4a53-9394-9bdc75cfb486,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nic app goo work....team,5,0,,2019-05-02 11:20:24,,,,24.0,2019-05
c2298115-04d5-43cd-bcaf-b581f0e9b041,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Third class application. Fake profiles, doesn't allow to match with someone and also ask to money 24/7. 🤮🤮",1,0,15.1.0,2024-03-10 12:58:33,"Sorry to hear that. We agree that this isn’t a nice experience, but we can assure you that we put a lot of effort into moderating inappropriate behavior. If you come across a suspicious profile, please report it directly on the app by opening their profile and scrolling down to ‘Report’.",2024-03-10 14:11:10,15.1.0,106.0,2024-03
f2c99556-1d58-49ff-96af-398856300726,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,100%Effective,5,0,2.1.1,2014-01-03 14:51:04,,,2.1.1,13.0,2014-01
9b529bbc-922a-4103-86b8-751c3396fd78,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's like a game and a dating site! The best of both worlds!,5,0,2.2.1,2014-02-26 07:07:25,,,2.2.1,60.0,2014-02
cf4016e1-fe66-40e7-9e55-d125ff76172b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,They banned me because I left a bad review. Lol Other places out there,1,19,11.30.1,2021-01-15 11:48:14,,,11.30.1,70.0,2021-01
52f07911-51ac-4fce-a2a2-63c06501473f,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Too much expensive and no free trial,1,0,,2024-09-09 20:53:40,,,,36.0,2024-09
dbdf48f5-6493-4e4b-8728-6df93b894068,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Highly recommend.,5,0,4.2.3,2015-07-26 00:06:17,,,4.2.3,17.0,2015-07
bf4c69af-948b-4205-9443-97c25ff04fdc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Randomly got my account banned no explanation I did nothing wrong.,1,1,13.23.0,2023-01-05 23:37:55,,,13.23.0,66.0,2023-01
7269153c-738c-4747-9655-2adb6c519c85,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,More swipes pls. Hahaha,4,0,7.6.0,2017-09-25 05:49:42,,,7.6.0,23.0,2017-09
851a165b-179f-4aca-8215-febd4e58676b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,love evrything,5,0,16.8.1,2025-05-28 22:02:49,,,16.8.1,14.0,2025-05
88325168-0268-4bbb-a1aa-d26f4c305d87,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Better than any other site I've  been on to meet people, hands down.",5,0,8.10.3,2018-04-05 17:09:43,,,8.10.3,68.0,2018-04
0df5115e-2953-493c-bce2-918354d2560b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Awesome ❤️,1,0,10.2.0,2022-12-13 08:57:17,,,10.2.0,10.0,2022-12
998a1843-7f00-427f-9a1b-53bc9afb2b13,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I dont have zero star otherwise i would have given that. No genuine profile.Onky fake id are there .Do not waste your money here...,1,0,14.5.0,2023-04-16 11:47:31,,,14.5.0,131.0,2023-04
e1befb4f-21cb-4bb2-b30d-25b99e6ea684,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Wow u have got perfect rating upgrade ur plus membership to get 5star,2,0,12.1.2,2021-03-08 17:34:34,,,12.1.2,69.0,2021-03
5c09084d-7be9-4c60-95d8-1cb95c40c3d1,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Hi tinder I just wanna to open my account or created but ithing someone using my phone number and I hope you help me to open it or create. Because before I download this 2023 tinder now is 2024 . And I shock someone usingy phone for no reason or permission. 🤧🦥,5,0,,2024-09-07 01:14:06,,,,260.0,2024-09
3e5c7510-c355-44fa-99ec-2c2e3b16ddab,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"App works fine and is better than most. The only problem is that the amount of bot accounts and scammers on here is unreal. It's a shame because Tinder can only remove a profile one at a time, and they just keep stacking. Would recommend a different site if you want to spend no money. Other than that, be careful scammers plague this app. It's really sad that reporting can only do so much. Update : I realize Tinder allows bots because it stimulates their app with false numbers, keeping it on top.",1,6,15.23.0,2025-01-11 12:09:56,,,15.23.0,500.0,2025-01
249a4482-31c0-4589-aced-49ed3d9e4223,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Too much spam. No real humans,1,0,6.4.1,2016-11-19 09:05:58,,,6.4.1,29.0,2016-11
4a54abdb-e907-4b03-badb-0cc2a1c908a7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pathetic Services,1,0,15.17.1,2024-09-26 14:21:25,,,15.17.1,17.0,2024-09
b40441e6-3016-42da-8bb7-c84d1ac7d6fd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very Good App. If You are Too much Hot. Got 3 Dates till,5,0,,2020-10-02 14:48:21,,,,56.0,2020-10
16758826-e5fb-4572-8869-c7d65614f8b3,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I often have men appearing on my profile (I am lesbian). It also now just repeats the same profiles over and over.... Id recommend tinder you open up to more variable types of people; less mainstream profiles, queer, bdsm etc :)",2,0,15.4.0,2024-03-20 19:14:35,"Thank you for your comment. We're sorry you didn't enjoy your experience on Tinder. Your feedback is important to us, and we appreciate you taking the time to share your thoughts.",2024-03-20 21:36:21,15.4.0,228.0,2024-03
cb8f9ac7-eb76-4d8b-b928-b5c5655c22dd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Had to change my Facebook password and it logged me out of tinder... lost all my matches. Thanks for making me start all over. Also it's about time to add a message tab.,1,0,4.0.3,2014-12-17 04:53:17,"Hi Jenna, thanks for trying out Tinder. Navigate to your settings panel, log out and log back in. Go to your Matches and wait for the list to load. If it doesn't load, you may have to reinstall the app. As long as you haven’t accidentally deleted your account you should be fine!",2014-12-18 07:22:30,4.0.3,169.0,2014-12
7ad391c2-272f-47dd-b02d-59a862b6e6e7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I got a message from a chick and I reported her and I got banned ???,1,0,,2016-02-13 08:19:39,,,,68.0,2016-02
27f3baf4-7470-4660-83b3-33b7eac7d339,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I wish more was in the free features,4,0,10.1.0,2018-11-17 11:50:38,,,10.1.0,36.0,2018-11
8d7527e6-fe5d-431c-9dc4-13c772286415,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Garbage...totally useless...nothing but attention seeking jokes of people/fake profiles/unreasonably uppity people. Don't waste your time with this. Seriously.,1,0,,2019-02-15 11:07:34,,,,159.0,2019-02
c59375e8-4549-4296-a8e2-6a087ff2e562,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Sometime you have to wait... 77,4,0,4.5.5,2016-03-27 21:05:19,,,4.5.5,31.0,2016-03
9da4e97e-c31c-4a6c-8ff5-4d93ded8fd7b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Your app is buggy since forever, all my matches just keep disappearing",3,0,14.24.3,2024-01-12 03:31:20,"Thank you for sharing this. You can visit our ‘Troubleshooting’ section at gotinder.com/faq to find some articles that might help to resolve your issue. If you can’t find what you’re looking for or if you’re still experiencing issues, please reach out to us at gotinder.com/help and we’ll be happy to help!",2024-01-12 04:37:30,14.24.3,70.0,2024-01
f7484c3b-3e27-4060-93b6-a15e15853fbf,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It helps alleviate boredom,4,0,6.0.3,2016-10-13 07:14:16,,,6.0.3,26.0,2016-10
0b07c9af-35f8-401b-9e62-d875b5d7eea0,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,love this app. it made the dating process easier to connect with people.,5,0,10.16.0,2019-06-09 13:44:20,,,10.16.0,72.0,2019-06
d43601bc-0f99-4e1b-90af-90290347ac13,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"I like the idea of this app and all but I just wish it worked.   Im on a samsung galaxy infuse 4g, and it found my location but its just stuck on the screen that says ""Finding people near you"" TINDER! Please fix this so I can find people near me!",1,0,1.0.3,2013-07-18 01:03:06,"Hi Steven, thanks for trying out Tinder and sorry for the inconvenience. Please clearing your app data (Settings -&gt; Application Manager -&gt; Tinder -&gt; Clear Data) and see if that helps. Cheers!",2013-07-18 06:14:39,1.0.3,246.0,2013-07
6f5f192c-92b9-4bc8-9db9-1dc419616cd7,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Bakvass hay koi matches nahi miltay sab fake id hay paisa mangtay hay please guys don't install this aap,1,0,12.5.0,2021-04-20 09:34:56,,,12.5.0,104.0,2021-04
81568835-6bd5-444e-a919-5564a3501625,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,So far it is much better than other dating apps. I hope there are more profiles in their database.,4,0,12.22.1,2021-12-13 17:58:25,,,12.22.1,98.0,2021-12
ed4bfbc6-4568-433d-9a40-08182b1f6dbe,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's fun to use.,5,0,11.17.0,2020-06-20 23:05:21,,,11.17.0,16.0,2020-06
d20cfa23-6b7a-47e6-a7a9-eeddc2bac043,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I think it's a real love platform guys,5,0,15.10.0,2024-06-22 19:17:52,,,15.10.0,38.0,2024-06
efef6aae-a64e-459e-aca7-4327fde9d955,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Have put a maximum distance of 20 miles in and are getting matches with girls over 70 miles away... how does that work?!? BROKEN.,1,0,3.3.2,2014-10-20 07:18:10,"Hi Tom, thanks for trying out Tinder. You can adjust your Search Distance under the Settings panel. Make sure your GPS is enabled, and try logging out and logging back in. You can also try turning OFF location services and back ON in the phone settings.",2014-10-21 07:01:50,3.3.2,129.0,2014-10
dc509470-f0b2-46d6-a9b6-5ab99a3816a8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It is no longer good after they have removed the sort option from the match screen.,1,1,11.14.0,2020-05-10 16:25:01,,,11.14.0,83.0,2020-05
ce3d22bc-83d6-4940-ae04-05f008874b79,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"An outright scam. Be sure to never spend money on this app. I paid for the premium service for the full year in full. A month later, they have deactivated and blocked my account. They refuse to reactivate it, refund me or give me any explanation as to what has happened at all. Stay well away from Tinder.",1,4,8.10.4,2018-04-10 21:29:09,,,8.10.4,305.0,2018-04
2b60ea01-3ceb-47cf-9cff-d023d52874ba,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,After months of it not working the newest updates appear to fix the errors and crashes. 4 stars,4,0,3.3.1,2014-09-20 22:24:25,"Hi, thanks for trying out Tinder. Make sure you have the latest version of Tinder. Try force quitting the app. Go into Settings, Apps, select Tinder, hit force quit. If this doesn’t solve your issue, you may have to delete and reinstall the app. Note: Tinder only supports Android 2.3 and up.",2014-07-10 07:54:09,3.3.1,95.0,2014-09
e6215947-daec-49bc-89e8-1b2474e30f5d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Just... why..,1,0,4.4.2,2015-11-25 06:48:28,,,4.4.2,13.0,2015-11
f55456ba-d5db-46ae-9ca6-93b7081a49fe,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Does not load matches. Please fix it.,1,0,4.5.2,2016-02-24 09:09:47,,,4.5.2,37.0,2016-02
5a3a5767-1321-43d2-a3f4-ebb0bb127acd,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Well  nice to use like it,5,0,6.7.0,2017-01-04 08:04:24,,,6.7.0,25.0,2017-01
8db30df1-2aff-46eb-94fd-1454d1c77827,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Stucking or Very slowly at start up.,1,0,4.4.2,2015-12-02 04:30:34,,,4.4.2,36.0,2015-12
b7b52cd9-4551-4a1b-b145-87544e1817d9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Could get more likes,5,0,5.0.5,2016-05-29 11:49:22,,,5.0.5,20.0,2016-05
